81,1,1,1,"T2HA","VGIE","FYS1","B3",,20,1.00000,,,,"20090901","20100630",0.00440,,,,,0,33023,"fKn",,,,,,,,,,20,0,,,,,100000,1.00000,,,,,0,
82,4,4,4,"T2HA","VDYG","NED1","C1",,20,4.00000,,,,"20090901","20100630",0.01760,,,,,16777215,16711680,"BfKn",,,,,,,,,,20,0,,,,,400000,4.00000,,,,,0,
83,4,4,4,"T2HA","Ja","WISK1","C3",,20,4.00000,,,,"20090901","20100630",0.01760,,,,,0,255,"BfKn",,,,,,,,,,20,0,,,,,400000,4.00000,,,,,0,
84,2,2,2,"T2HA","VRBK","TO1","D102",,20,2.00000,,,,"20090901","20100630",0.00880,,,,,0,12632256,"EfKn",,,,1,1,,,,,20,0,,,,,200000,2.00000,,,,,0,
85,3,3,3,"T2HA","VRBK","TA-BH","C8",,20,3.00000,,,,"20090901","20100630",0.01320,,,,,0,12632256,"EfKn",,,,1,1,,,,,20,0,,,,,300000,3.00000,,,,,0,
86,1,1,1,"T2HA","Hor","LLV","C1",,20,1.00000,,,,"20090901","20100630",0.00440,,,,,0,32896,"Bfn",,,,,,,,,,20,0,,,,,100000,1.00000,,,,,0,
87,2,2,2,"B1BA","VLOB","GODS1","C7",,7,2.00000,,,,"20090901","20100630",0.00880,,,,,0,16777088,"fKn",,,,,,,,,,7,0,,,,,200000,2.00000,,,,,0,
88,2,2,2,"B1BB","VLOB","GODS1","C7",,8,2.00000,,,,"20090901","20100630",0.00880,,,,,0,16777088,"BfKn",,,,,,,,,,8,0,,,,,200000,2.00000,,,,,0,
89,2,2,2,"B1BB","Teu","LO1","F_LO",,8,2.00000,,,,"20090901","20100630",0.00880,,,,,0,16744576,"fnV",,,,1,1,,,,,8,0,,,,,200000,2.00000,,,,,0,
90,3,3,3,"B1BA","Her","MAVO1","C_FIC",,7,3.00000,,,,"20090901","20100630",0.01320,,,"C_FIC",,0,4227327,"fn",,,,,,,,,,7,0,,,,,300000,3.00000,,,,,0,
91,3,3,3,"B1BB","Her","MAVO1","C_FIC",,8,3.00000,,,,"20090901","20100630",0.01320,,,"C_FIC",,0,4227327,"Bfn",,,,,,,,,,8,0,,,,,300000,3.00000,,,,,0,
92,1,1,1,"B1BA","Dom","MO","C2",,7,1.00000,,,,"20090901","20100630",0.00440,,,,,16777215,128,"BfKn",,,,,,,,,,7,0,,,,,100000,1.00000,,,,,0,
93,1,1,1,"B1BB","Dom","MO","C2",,8,1.00000,,,,"20090901","20100630",0.00440,,,,,16777215,128,"BfKn",,,,,,,,,,8,0,,,,,100000,1.00000,,,,,0,
94,2,2,2,"B1BA","VGIE","NAT","A15",,7,2.00000,,,,"20090901","20100630",0.00880,,,,,0,33023,"fKn",,,,,,,,,,7,0,,,,,200000,2.00000,,,,,0,
95,2,2,2,"B1BB","VGIE","NAT","A15",,8,2.00000,,,,"20090901","20100630",0.00880,,,,,0,33023,"BfKn",,,,,,,,,,8,0,,,,,200000,2.00000,,,,,0,
96,3,3,3,"B1BA","Va","NED1","C_FIC",,7,3.00000,,,,"20090901","20100630",0.01320,,,"C_FIC",,16777215,16711680,"Bfn",,,,,,,,,,7,0,,,,,300000,3.00000,,,,,0,
97,3,3,3,"B1BB","Va","NED1","C_FIC",,8,3.00000,,,,"20090901","20100630",0.01320,,,"C_FIC",,16777215,16711680,"Bfn",,,,,,,,,,8,0,,,,,300000,3.00000,,,,,0,
98,3,3,3,"B1BA","VTEN","PO","REFT1",,7,3.00000,,,,"20090901","20100630",0.01320,,,,,0,16744703,"fKn",,,,1,1,,,,,7,0,,,,,300000,3.00000,,,,,0,
99,3,3,3,"B1BB","VTEN","PO","REFT1",,8,3.00000,,,,"20090901","20100630",0.01320,,,,,0,16744703,"BfKn",,,,1,1,,,,,8,0,,,,,300000,3.00000,,,,,0,
100,4,4,4,"B1BA","Ja","WISK1","C_FIC",,7,4.00000,,,,"20090901","20100630",0.01760,,,"C_FIC",,0,255,"fn",,,,,,,,,,7,0,,,,,400000,4.00000,,,,,0,
101,4,4,4,"B1BB","Ja","WISK1","C_FIC",,8,4.00000,,,,"20090901","20100630",0.01760,,,"C_FIC",,0,255,"Bfn",,,,,,,,,,8,0,,,,,400000,4.00000,,,,,0,
102,1,1,1,"B1BA","VRBW","TO1","C8",,7,1.00000,,,,"20090901","20100630",0.00440,,,,,0,12632256,"fKn",,,,,,,,,,7,0,,,,,100000,1.00000,,,,,0,
103,1,1,1,"B1BA","VRBW","TO1","D102",,7,1.00000,,,,"20090901","20100630",0.00440,,,,,0,12632256,"fn","1",,,,,,,,,7,0,,,,,100000,1.00000,,,,,0,
104,1,1,1,"B1BB","Str","TO1","C8",,8,1.00000,,,,"20090901","20100630",0.00440,,,,,0,12632256,"fKn",,,,,,,,,,8,0,,,,,100000,1.00000,,,,,0,
105,1,1,1,"B1BB","Str","TO1","D102",,8,1.00000,,,,"20090901","20100630",0.00440,,,,,0,12632256,"fKn","1",,,,,,,,,8,0,,,,,100000,1.00000,,,,,0,
106,1,1,1,"B1BA","VRBW","TO-TT","D102",,7,1.00000,,,,"20090901","20100630",0.00440,,,,,0,65535,"EfKn","1",,,,,,,,,7,0,,,,,100000,1.00000,,,,,0,
107,1,1,1,"B1BB","Str","TO-TT","D102",,8,1.00000,,,,"20090901","20100630",0.00440,,,,,0,65535,"EfKn","1",,,,,,,,,8,0,,,,,100000,1.00000,,,,,0,
108,4,4,4,"B1BA","VRBW","TO-REAL","D2",,7,4.00000,,,,"20090901","20100630",0.01760,,,,,16777215,128,"fKn",,,,2,2,,,,,7,0,,,,,400000,4.00000,,,,,0,
109,4,4,4,"B1BB","Str","TO-REAL","D2",,8,4.00000,,,,"20090901","20100630",0.01760,,,,,16777215,128,"EfKn",,,,2,2,,,,,8,0,,,,,400000,4.00000,,,,,0,
110,1,1,1,"T3IA","Vanl","AARD2","A14",,13,1.00000,,,,"20090901","20100630",0.00440,,,,,0,8454143,"BfKn",,,,,,,,,,13,0,,,,,100000,1.00000,,,,,0,
111,1,1,1,"T3IA","VDBR","CHEM2","B3",,13,1.00000,,,,"20090901","20100630",0.00440,,,,,0,33023,"fKn",,,,,,,,,,13,0,,,,,100000,1.00000,,,,,0,
112,1,1,1,"T4IA","VDBR","CHEM2","B3",,10,1.00000,,,,"20090901","20100630",0.00440,,,,,0,33023,"fKn",,,,,,,,,,10,0,,,,,100000,1.00000,,,,,0,
113,2,2,2,"T3IA","Van4","ENG2","F102",,13,2.00000,,,,"20090901","20100630",0.00880,,,"F102",,16777215,32768,"fn",,,,,,,,,,13,0,,,,,200000,2.00000,,,,,0,
114,2,2,2,"T4EA","Verr","ENG2","A_FIC1",,11,2.00000,,,,"20090901","20100630",0.00880,,,"A_FIC1",,16777215,32768,"Bfn",,,,,,,,,,11,0,,,,,200000,2.00000,,,,,0,
115,2,2,2,"T4IA","Verr","ENG2","F_FIC1",,10,2.00000,,,,"20090901","20100630",0.00880,,,"F_FIC1",,16777215,32768,"fn",,,,,,,,,,10,0,,,,,200000,2.00000,,,,,0,
116,2,2,2,"T2MB","Verr","ENG1","A119",,18,2.00000,,,,"20090901","20100630",0.00880,,,,,16777215,32768,"BfKn",,,,,,,,,,18,0,,,,,200000,2.00000,,,,,0,
116,2,2,0,"T2HB","Verr","ENG1","A119",,18,2.00000,,,,"20090901","20100630",0.00880,,,,,16777215,32768,"BfKn",,,,,,,,,,18,0,,,,,200000,2.00000,,,,,0,
117,3,3,3,"T3IA","Bee","FRA2","F102",,13,3.00000,,,,"20090901","20100630",0.01320,,,"F102",,16777215,8421376,"Bfn",,,,,,,,,,13,0,,,,,300000,3.00000,,,,,0,
118,3,3,3,"T4IA","Sch","FRA2","F_FIC1",,10,3.00000,,,,"20090901","20100630",0.01320,,,"F_FIC1",,16777215,8421376,"Bfn",,,,,,,,,,10,0,,,,,300000,3.00000,,,,,0,
